datetime,hour_of_day,supply_voltage,supply_current,battery_voltage,battery_current,temperature,is_anomaly
2024-01-01 12:35:00,12.58,33,8.8928,94.6384,0.4972,33.1698,0
2024-01-01 12:36:00,12.6,33,8.8833,95.2503,0.4895,32.9644,0
2024-01-01 12:37:00,12.62,33,8.8242,94.2214,0.5364,32.819,0
2024-01-01 12:38:00,12.63,33,9.1265,94.5828,0.5157,32.875,0
2024-01-01 12:39:00,12.65,33,8.912,95.1888,0.5149,32.8066,0
2024-01-01 12:40:00,12.67,33,9.0659,93.9749,0.4683,32.4175,0
2024-01-01 12:41:00,12.68,33,8.9961,94.5354,0.5171,33.0459,0
2024-01-01 12:42:00,12.7,33,8.9634,94.742,0.4684,32.8711,0
2024-01-01 12:43:00,12.72,33,8.7879,94.2554,0.5717,32.6857,0
2024-01-01 12:44:00,12.73,33,8.9185,94.8504,0.4265,32.5909,0
2024-01-01 12:45:00,12.75,33,8.9742,95.3518,0.57,33.1771,0
2024-01-01 12:46:00,12.77,33,8.8912,94.5695,0.5755,32.9248,0
2024-01-01 12:47:00,12.78,33,2.624314423881237,94.4688,0.5697,32.7615,1
2024-01-01 12:48:00,12.8,33,8.9019,94.7187,0.4783,32.9377,0
2024-01-01 12:49:00,12.82,33,8.8937,94.2797,0.5034,33.0538,0
2024-01-01 12:50:00,12.83,33,8.9476,94.1671,0.5184,32.9311,0
2024-01-01 12:51:00,12.85,33,9.0191,95.7784,0.5076,32.8356,0
2024-01-01 12:52:00,12.87,33,8.998,95.1205,0.4373,32.7905,0
2024-01-01 12:53:00,12.88,33,8.9244,94.4479,0.5391,32.7158,0
2024-01-01 12:54:00,12.9,33,9.073,94.4119,0.5637,33.015,0
2024-01-01 12:55:00,12.92,33,8.8501,94.6075,0.5508,33.1041,0
2024-01-01 12:56:00,12.93,33,8.8437,94.7881,0.5302,32.7309,0
2024-01-01 12:57:00,12.95,33,8.9836,94.7235,0.5754,32.9323,0
2024-01-01 12:58:00,12.97,33,8.808,94.8952,0.5005,32.7459,0
2024-01-01 12:59:00,12.98,33,8.9222,94.6206,0.5308,32.9781,0
2024-01-01 13:00:00,13.0,33,8.8252,94.4684,0.4947,32.4996,0
2024-01-01 13:01:00,13.02,33,8.7325,95.2593,0.6294,33.0509,0
2024-01-01 13:02:00,13.03,33,8.9091,94.2772,0.4937,32.8748,0
2024-01-01 13:03:00,13.05,33,8.9375,93.69,0.5446,32.999,0
2024-01-01 13:04:00,13.07,33,8.8364,94.0385,0.584,33.1136,0
2024-01-01 13:05:00,13.08,33,8.7802,94.7445,0.5381,32.384,0
2024-01-01 13:06:00,13.1,33,8.8645,94.2532,0.5491,32.6412,0
2024-01-01 13:07:00,13.12,33,8.8925,95.1196,0.5193,32.7632,0
2024-01-01 13:08:00,13.13,33,8.9787,93.9279,0.553,32.4484,0
2024-01-01 13:09:00,13.15,33,8.6648,94.9792,0.5607,32.5208,0
2024-01-01 13:10:00,13.17,33,8.8593,94.0937,0.5296,32.7433,0
2024-01-01 13:11:00,13.18,33,8.7643,93.9597,0.5396,33.295,0
2024-01-01 13:12:00,13.2,33,8.9028,94.152,0.6263,32.6736,0
2024-01-01 13:13:00,13.22,33,8.8581,95.0414,0.6095,32.3474,0
2024-01-01 13:14:00,13.23,33,8.7051,93.2475,0.5529,32.6798,0
2024-01-01 13:15:00,13.25,33,8.6927,93.8116,0.5794,32.6855,0
2024-01-01 13:16:00,13.27,33,8.8942,93.8945,0.6077,32.6123,0
2024-01-01 13:17:00,13.28,33,8.735,93.6595,0.5567,32.5508,0
2024-01-01 13:18:00,13.3,33,8.764,94.1028,0.617,32.7512,0
2024-01-01 13:19:00,13.32,33,8.7296,93.5092,0.5455,32.3618,0
2024-01-01 13:20:00,13.33,33,8.7178,94.4645,0.5745,32.6415,0
2024-01-01 13:21:00,13.35,33,8.5754,93.9684,0.5673,32.5293,0
2024-01-01 13:22:00,13.37,33,8.8436,94.9607,0.5061,32.8304,0
2024-01-01 13:23:00,13.38,33,8.7035,93.9097,0.6445,32.6358,0
2024-01-01 13:24:00,13.4,33,8.8688,93.5501,0.582,32.4487,0
2024-01-01 13:25:00,13.42,33,8.665,93.5483,0.5134,32.2634,0
2024-01-01 13:26:00,13.43,33,8.9661,94.4597,0.5078,32.3038,0
2024-01-01 13:27:00,13.45,33,8.6352,93.2574,0.6548,32.3031,0
2024-01-01 13:28:00,13.47,33,8.8932,94.1254,0.7393,32.6676,0
2024-01-01 13:29:00,13.48,33,8.7958,94.1836,0.5252,31.8971,0
2024-01-01 13:30:00,13.5,33,8.5509,93.7303,0.5692,32.1982,0
2024-01-01 13:31:00,13.52,33,8.8384,94.6382,0.5787,32.6664,0
2024-01-01 13:32:00,13.53,33,8.6182,93.6063,0.5778,32.4774,0
2024-01-01 13:33:00,13.55,33,8.6298,92.8446,0.6119,32.3489,0
2024-01-01 13:34:00,13.57,33,8.8618,93.9967,0.6301,32.4513,0
2024-01-01 13:35:00,13.58,33,8.6343,94.8217,0.624,32.4838,0
2024-01-01 13:36:00,13.6,33,8.7076,93.3731,0.5858,31.9647,1
2024-01-01 13:37:00,13.62,33,8.5817,93.774,0.5947,31.9647,1
2024-01-01 13:38:00,13.63,33,8.6295,93.7685,0.5667,31.9647,1
2024-01-01 13:39:00,13.65,33,8.5379,92.9311,0.5514,31.9647,1
2024-01-01 13:40:00,13.67,33,8.6452,94.7132,0.629,31.9647,1
2024-01-01 13:41:00,13.68,33,8.6132,93.6108,0.6541,31.9647,1
2024-01-01 13:42:00,13.7,33,8.4256,93.9486,0.6819,31.9647,1
2024-01-01 13:43:00,13.72,33,8.7606,92.4702,0.6241,31.9647,1
2024-01-01 13:44:00,13.73,33,8.4699,93.5413,0.6156,31.9647,1
2024-01-01 13:45:00,13.75,33,8.5464,93.2389,0.6458,31.9647,1
2024-01-01 13:46:00,13.77,33,8.4937,93.1523,0.6053,31.9647,1
2024-01-01 13:47:00,13.78,33,8.5602,93.421,0.6603,31.9647,1
2024-01-01 13:48:00,13.8,33,8.4786,93.4063,0.6123,31.9647,1
2024-01-01 13:49:00,13.82,33,8.5471,93.4228,0.622,31.9647,1
2024-01-01 13:50:00,13.83,33,8.577,93.5166,0.6255,31.9647,1
2024-01-01 13:51:00,13.85,33,8.3842,93.1314,0.6265,32.0676,0
2024-01-01 13:52:00,13.87,33,8.4881,93.7999,0.6301,31.7767,0
2024-01-01 13:53:00,13.88,33,8.472,93.4545,0.6114,32.0533,0
2024-01-01 13:54:00,13.9,33,8.5114,93.6007,0.5327,32.0291,0
2024-01-01 13:55:00,13.92,33,8.4498,93.0301,0.5258,32.0074,0
2024-01-01 13:56:00,13.93,33,8.4965,92.9904,0.5747,32.0045,0
2024-01-01 13:57:00,13.95,33,8.3837,93.0014,0.6479,32.162,0
2024-01-01 13:58:00,13.97,33,8.6566,93.5387,0.698,31.7922,0
2024-01-01 13:59:00,13.98,33,8.3825,93.4574,0.5554,32.1773,0
2024-01-01 14:00:00,14.0,33,8.4254,93.0943,0.708,31.7682,0
2024-01-01 14:01:00,14.02,33,8.4459,93.0477,0.6748,31.4037,0
2024-01-01 14:02:00,14.03,33,8.4466,93.3469,0.6894,32.0255,0
2024-01-01 14:03:00,14.05,33,8.4379,92.9625,0.6937,32.1781,0
2024-01-01 14:04:00,14.07,33,8.3909,91.9247,0.7112,32.0437,0
2024-01-01 14:05:00,14.08,33,8.6718,93.2462,0.5923,31.6222,0
2024-01-01 14:06:00,14.1,33,8.4574,91.589,0.7277,31.9881,0
2024-01-01 14:07:00,14.12,33,8.397,93.0103,0.6424,31.8963,0
2024-01-01 14:08:00,14.13,33,8.5736,92.5391,0.7335,31.6624,0
2024-01-01 14:09:00,14.15,33,8.4658,92.2809,0.6369,31.9441,0
2024-01-01 14:10:00,14.17,33,8.2733,92.7234,0.5786,31.4091,0
2024-01-01 14:11:00,14.18,33,8.3074,92.146,0.7102,31.4932,0
2024-01-01 14:12:00,14.2,33,8.2727,92.5006,0.7264,31.7794,0
2024-01-01 14:13:00,14.22,33,8.2588,92.1914,0.6597,31.8257,0
2024-01-01 14:14:00,14.23,33,8.4203,92.8046,0.6541,31.2845,0
2024-01-01 14:15:00,14.25,33,8.4167,91.6597,0.6899,31.6898,0
2024-01-01 14:16:00,14.27,33,8.2335,93.0809,0.6419,31.5808,0
2024-01-01 14:17:00,14.28,33,8.5169,91.9775,0.6579,31.6922,0
2024-01-01 14:18:00,14.3,33,8.3797,92.89,0.6697,31.9478,0
2024-01-01 14:19:00,14.32,33,8.1249,93.1614,0.7018,31.1912,0
2024-01-01 14:20:00,14.33,33,8.1693,91.8548,0.6436,31.5744,0
2024-01-01 14:21:00,14.35,33,8.2256,92.4099,0.6723,31.8336,0
2024-01-01 14:22:00,14.37,33,8.1969,92.0637,0.6815,31.6687,0
2024-01-01 14:23:00,14.38,33,8.199,92.8685,0.7081,31.559,0
2024-01-01 14:24:00,14.4,33,8.1759,92.7443,0.6999,31.6036,0
2024-01-01 14:25:00,14.42,33,8.3986,91.5537,0.6493,31.5612,0
2024-01-01 14:26:00,14.43,33,8.2636,91.8147,0.6422,31.5058,0
2024-01-01 14:27:00,14.45,33,8.1745,92.0547,0.6892,31.3806,0
2024-01-01 14:28:00,14.47,33,8.215,92.5001,0.755,31.8124,0
2024-01-01 14:29:00,14.48,33,8.1567,91.4203,0.7881,31.4714,0
2024-01-01 14:30:00,14.5,33,8.2937,92.767,0.7244,31.1781,0
2024-01-01 14:31:00,14.52,33,8.1579,91.3609,0.7897,31.2415,0
2024-01-01 14:32:00,14.53,33,8.3894,92.7577,0.8067,31.3051,0
2024-01-01 14:33:00,14.55,33,8.2357,92.1357,0.7529,31.205,0
2024-01-01 14:34:00,14.57,33,8.1316,91.6333,0.6663,31.1961,0
2024-01-01 14:35:00,14.58,33,8.306,91.3447,0.7331,31.2429,0
2024-01-01 14:36:00,14.6,33,8.2701,92.059,0.7825,31.4407,0
2024-01-01 14:37:00,14.62,33,8.136,91.1929,0.6325,31.1472,0
2024-01-01 14:38:00,14.63,33,8.0616,90.9329,0.7217,31.2735,0
2024-01-01 14:39:00,14.65,33,7.8996,91.3856,0.7341,31.4824,0
2024-01-01 14:40:00,14.67,33,7.9852,92.195,0.7649,31.1492,0
2024-01-01 14:41:00,14.68,33,8.0133,92.213,0.7189,31.0534,0
2024-01-01 14:42:00,14.7,33,8.0075,91.614,0.6706,31.1246,0
2024-01-01 14:43:00,14.72,33,8.0314,91.407,0.7934,31.0829,0
2024-01-01 14:44:00,14.73,33,7.8585,90.6909,0.7899,30.8767,0
2024-01-01 14:45:00,14.75,33,7.9247,90.5694,0.7323,31.0839,0
2024-01-01 14:46:00,14.77,33,8.022,91.0636,0.7855,31.0608,0
2024-01-01 14:47:00,14.78,33,8.1543,91.4356,0.7312,30.6853,0
2024-01-01 14:48:00,14.8,33,7.9559,91.8342,0.7772,30.7808,0
2024-01-01 14:49:00,14.82,33,8.0556,91.2378,0.6066,31.0749,0
2024-01-01 14:50:00,14.83,33,8.041,91.1607,0.8112,30.9027,0
2024-01-01 14:51:00,14.85,33,8.0099,91.5007,0.7334,31.4946,0
2024-01-01 14:52:00,14.87,33,7.9486,90.6861,0.7564,31.0343,0
2024-01-01 14:53:00,14.88,33,7.8026,90.6964,0.8187,30.6393,0
2024-01-01 14:54:00,14.9,33,7.9192,91.1845,0.7532,30.7591,0
2024-01-01 14:55:00,14.92,33,7.8223,90.3635,0.823,30.6506,0
2024-01-01 14:56:00,14.93,33,7.9915,90.9527,0.7488,30.7036,0
2024-01-01 14:57:00,14.95,33,7.8207,90.3104,0.7381,30.6301,0
2024-01-01 14:58:00,14.97,33,7.7358,91.5066,0.7672,30.8255,0
2024-01-01 14:59:00,14.98,33,7.7377,91.1788,0.8001,30.4861,0
2024-01-01 15:00:00,15.0,33,7.934,91.3151,0.82,30.5509,0
2024-01-01 15:01:00,15.02,33,7.8211,90.724,0.8998,30.3405,0
2024-01-01 15:02:00,15.03,33,7.6173,90.0313,0.8017,30.4227,0
2024-01-01 15:03:00,15.05,33,7.8147,90.9852,0.7122,30.6447,0
2024-01-01 15:04:00,15.07,33,7.7077,89.7418,0.8064,30.6082,0
2024-01-01 15:05:00,15.08,33,7.7484,89.3692,0.902,30.4745,0
2024-01-01 15:06:00,15.1,33,7.4476,90.5109,0.833,30.6334,0
2024-01-01 15:07:00,15.12,33,7.7474,90.7797,0.8523,30.4694,0
2024-01-01 15:08:00,15.13,33,7.8284,89.4845,0.8691,30.6335,0
2024-01-01 15:09:00,15.15,33,7.6271,89.839,0.7839,30.3435,0
2024-01-01 15:10:00,15.17,33,7.5786,90.3572,0.889,30.4695,0
2024-01-01 15:11:00,15.18,33,7.7113,89.3912,0.8345,30.2818,0
2024-01-01 15:12:00,15.2,33,7.6708,90.5447,0.7955,30.5882,0
2024-01-01 15:13:00,15.22,33,7.8212,89.9287,0.8605,30.2414,0
2024-01-01 15:14:00,15.23,33,7.6107,90.0011,0.855,30.1173,0
2024-01-01 15:15:00,15.25,33,7.5284,90.5416,0.8982,30.0693,0
2024-01-01 15:16:00,15.27,33,7.5726,89.6983,0.887,30.2646,0
2024-01-01 15:17:00,15.28,33,7.6292,89.869,0.7901,30.1866,0
2024-01-01 15:18:00,15.3,33,7.5331,89.7567,0.7822,30.2228,0
2024-01-01 15:19:00,15.32,33,7.6524,89.7682,0.8891,30.2068,0
2024-01-01 15:20:00,15.33,33,7.6058,89.3967,0.8286,30.0724,0
2024-01-01 15:21:00,15.35,33,7.7358,90.6424,0.8443,30.1799,0
2024-01-01 15:22:00,15.37,33,7.474,89.5364,0.8479,30.0503,0
2024-01-01 15:23:00,15.38,33,7.5642,89.2572,0.8179,30.201,0
2024-01-01 15:24:00,15.4,33,7.41,89.1169,0.8453,30.1765,0
2024-01-01 15:25:00,15.42,33,7.6076,89.3206,0.8887,29.8811,0
2024-01-01 15:26:00,15.43,33,7.4608,89.324,0.9958,30.2235,0
2024-01-01 15:27:00,15.45,33,11.898564225442016,88.6612,0.8279,29.8051,1
2024-01-01 15:28:00,15.47,33,7.5074,90.0109,0.9395,29.9443,0
2024-01-01 15:29:00,15.48,33,7.3926,89.3374,0.8915,29.6302,0
2024-01-01 15:30:00,15.5,33,7.1891,89.1299,0.9403,29.8725,0
2024-01-01 15:31:00,15.52,33,7.5896,90.1085,0.9491,29.9728,0
2024-01-01 15:32:00,15.53,33,7.4572,89.8389,0.9293,29.5724,0
2024-01-01 15:33:00,15.55,33,7.4065,89.0616,0.9149,29.8865,0
2024-01-01 15:34:00,15.57,33,7.4471,88.1393,0.9665,29.4502,0
2024-01-01 15:35:00,15.58,33,7.2433,89.6974,0.9871,29.6246,0
2024-01-01 15:36:00,15.6,33,7.5305,88.4991,0.8822,29.647,0
2024-01-01 15:37:00,15.62,33,7.2172,88.163,0.8153,29.9222,0
2024-01-01 15:38:00,15.63,33,7.3446,88.1512,0.8523,29.8179,0
2024-01-01 15:39:00,15.65,33,7.2814,88.3679,0.9068,29.4891,0
2024-01-01 15:40:00,15.67,33,7.2336,89.1522,0.9403,29.7643,0
2024-01-01 15:41:00,15.68,33,7.3892,88.716,0.9383,29.5925,0
2024-01-01 15:42:00,15.7,33,7.3859,88.5281,0.9662,29.0786,0
2024-01-01 15:43:00,15.72,33,7.1877,88.9688,0.8738,29.6862,0
2024-01-01 15:44:00,15.73,33,7.3087,88.4308,0.9647,53.47971079791338,1
2024-01-01 15:45:00,15.75,33,7.3494,88.5493,0.9796,29.4154,0
2024-01-01 15:46:00,15.77,33,7.1934,88.2777,0.9339,29.8338,0
2024-01-01 15:47:00,15.78,33,7.2909,88.916,0.9048,29.6673,0
2024-01-01 15:48:00,15.8,33,7.3069,88.3346,0.9907,29.7439,0
2024-01-01 15:49:00,15.82,33,7.2128,87.906,0.9599,29.1674,0
2024-01-01 15:50:00,15.83,33,7.1935,87.7376,0.892,29.1504,0
2024-01-01 15:51:00,15.85,33,7.0908,87.2691,0.9168,29.3919,0
2024-01-01 15:52:00,15.87,33,7.0852,88.0192,0.948,29.5885,0
2024-01-01 15:53:00,15.88,33,7.0382,87.9043,0.9053,41.93102227100432,1
2024-01-01 15:54:00,15.9,33,7.1451,88.446,0.922,29.3237,0
2024-01-01 15:55:00,15.92,33,6.9986,87.645,0.9979,29.2113,0
2024-01-01 15:56:00,15.93,33,7.0786,87.9015,1.031,29.3752,0
2024-01-01 15:57:00,15.95,33,7.0424,87.5146,1.0178,29.3796,0
2024-01-01 15:58:00,15.97,33,7.0222,87.7737,0.9862,28.7853,0
2024-01-01 15:59:00,15.98,33,13.071628479534684,87.7518,0.9942,28.9811,1
2024-01-01 16:00:00,16.0,33,7.0104,87.113,0.9224,28.7244,0
2024-01-01 16:01:00,16.02,33,6.9855,88.0912,1.0082,28.7104,0
2024-01-01 16:02:00,16.03,33,6.8415,87.1676,1.0197,28.9136,0
2024-01-01 16:03:00,16.05,33,6.9919,87.6197,1.0097,28.8634,0
2024-01-01 16:04:00,16.07,33,6.9133,87.9633,0.988,28.874,0
2024-01-01 16:05:00,16.08,33,7.065,87.2535,0.9799,28.8342,0
2024-01-01 16:06:00,16.1,33,6.8938,87.1148,1.0285,28.6352,0
2024-01-01 16:07:00,16.12,33,6.8028,86.9215,0.9863,28.8025,0
2024-01-01 16:08:00,16.13,33,6.8322,86.5956,1.0444,28.8116,0
2024-01-01 16:09:00,16.15,33,6.9391,86.3474,0.9934,28.6624,0
2024-01-01 16:10:00,16.17,33,0.7164179924910788,86.7794,1.0751,28.6387,1
2024-01-01 16:11:00,16.18,33,6.7815,87.7513,1.1668,28.68,0
2024-01-01 16:12:00,16.2,33,6.9702,86.2808,1.0438,28.2421,0
2024-01-01 16:13:00,16.22,33,6.8833,86.1432,0.9914,28.6229,0
2024-01-01 16:14:00,16.23,33,6.7681,87.4986,1.0691,28.329,0
2024-01-01 16:15:00,16.25,33,6.8214,66.98241448364743,0.9775,28.6035,1
2024-01-01 16:16:00,16.27,33,6.4805,87.1746,1.0301,28.6588,0
2024-01-01 16:17:00,16.28,33,6.7231,86.0224,0.9454,28.6342,0
2024-01-01 16:18:00,16.3,33,6.695,86.9305,1.054,28.5116,0
2024-01-01 16:19:00,16.32,33,6.7638,85.9678,1.1107,28.4517,0
2024-01-01 16:20:00,16.33,33,6.6302,86.8952,1.0257,28.3702,0
2024-01-01 16:21:00,16.35,33,6.6438,85.9477,1.0934,28.0677,0
2024-01-01 16:22:00,16.37,33,6.7037,85.9673,0.9941,28.5697,0
2024-01-01 16:23:00,16.38,33,6.5317,86.1721,1.1283,28.3211,0
2024-01-01 16:24:00,16.4,33,6.464,86.3845,1.1563,27.9805,0
2024-01-01 16:25:00,16.42,33,6.5421,86.0864,1.0281,28.1321,0
2024-01-01 16:26:00,16.43,33,6.5722,85.4364,1.0224,28.1363,0
2024-01-01 16:27:00,16.45,33,6.6475,86.1269,1.107,28.3173,1
2024-01-01 16:28:00,16.47,33,6.635,86.1335,1.107,28.2652,1
2024-01-01 16:29:00,16.48,33,6.3581,84.8936,1.107,28.1241,1
2024-01-01 16:30:00,16.5,33,6.5834,86.3792,1.107,28.121,1
2024-01-01 16:31:00,16.52,33,6.5351,85.4814,1.107,28.2693,1
2024-01-01 16:32:00,16.53,33,6.4437,86.0534,1.107,27.919,1
2024-01-01 16:33:00,16.55,33,6.594,85.6555,1.107,27.743,1
2024-01-01 16:34:00,16.57,33,6.3054,85.6259,1.107,27.7588,1
2024-01-01 16:35:00,16.58,33,6.3737,85.4352,1.107,27.9825,1
2024-01-01 16:36:00,16.6,33,6.6729,85.2229,1.145,27.9518,0
2024-01-01 16:37:00,16.62,33,6.565,85.4496,1.2206,28.008,0
2024-01-01 16:38:00,16.63,33,6.2385,85.373,1.1388,27.5682,0
2024-01-01 16:39:00,16.65,33,6.2633,85.4571,1.1595,27.7656,0
2024-01-01 16:40:00,16.67,33,6.3324,85.0867,1.2,27.6833,0
2024-01-01 16:41:00,16.68,33,6.4436,84.8696,1.1061,27.7597,0
2024-01-01 16:42:00,16.7,33,6.3341,84.9174,1.2068,27.3881,0
2024-01-01 16:43:00,16.72,33,6.1792,84.909,1.2429,27.3937,0
2024-01-01 16:44:00,16.73,33,6.2921,84.5398,1.2,27.5573,0
2024-01-01 16:45:00,16.75,33,6.307,84.5303,1.1274,27.543,0
2024-01-01 16:46:00,16.77,33,6.2336,84.1781,1.1799,27.1476,0
2024-01-01 16:47:00,16.78,33,6.2222,84.7534,1.1147,27.664,0
2024-01-01 16:48:00,16.8,33,6.3846,83.5402,1.1112,27.4414,0
2024-01-01 16:49:00,16.82,33,6.2473,84.3145,1.2192,27.2958,0
2024-01-01 16:50:00,16.83,33,6.076,84.1651,1.1986,27.4296,0
2024-01-01 16:51:00,16.85,33,6.1852,83.6859,1.1907,27.3504,0
2024-01-01 16:52:00,16.87,33,6.2282,83.7815,1.2242,26.9707,0
2024-01-01 16:53:00,16.88,33,6.0661,83.9626,1.2909,27.3117,0
2024-01-01 16:54:00,16.9,33,6.1858,84.3992,1.2056,26.9208,0
2024-01-01 16:55:00,16.92,33,6.0797,83.6979,1.1948,27.3981,0
2024-01-01 16:56:00,16.93,33,6.2699,84.7285,1.3344,27.4954,0
2024-01-01 16:57:00,16.95,33,5.972,84.2677,1.1843,27.1427,0
2024-01-01 16:58:00,16.97,33,6.0848,84.5496,1.2217,27.1429,0
2024-01-01 16:59:00,16.98,33,6.1404,84.6332,1.2661,27.2245,0
2024-01-01 17:00:00,17.0,33,6.1013,83.6083,1.2483,27.2455,0
2024-01-01 17:01:00,17.02,33,5.9056,84.0039,1.1581,27.0935,0
2024-01-01 17:02:00,17.03,33,5.9424,83.2302,1.3321,26.887,0
2024-01-01 17:03:00,17.05,33,6.1051,84.1379,1.2742,26.887,0
2024-01-01 17:04:00,17.07,33,5.921,83.3024,1.2915,26.8595,0
2024-01-01 17:05:00,17.08,33,6.1503,84.2436,1.2165,27.0289,0
2024-01-01 17:06:00,17.1,33,5.8607,83.3288,1.306,27.5657,0
2024-01-01 17:07:00,17.12,33,5.8811,82.515,1.3264,26.8147,0
2024-01-01 17:08:00,17.13,33,5.9483,84.2318,1.2969,27.069,0
2024-01-01 17:09:00,17.15,33,5.9509,83.4729,1.2274,27.0248,0
2024-01-01 17:10:00,17.17,33,5.7881,83.7335,1.2715,26.8019,0
2024-01-01 17:11:00,17.18,33,5.7297,83.5704,1.2489,26.6171,0
2024-01-01 17:12:00,17.2,33,5.6084,83.8625,1.2043,26.6924,0
2024-01-01 17:13:00,17.22,33,5.7492,83.1759,1.2377,26.4646,0
2024-01-01 17:14:00,17.23,33,5.8042,83.2541,1.3492,26.6894,0
2024-01-01 17:15:00,17.25,33,5.7637,83.1355,1.2129,26.9051,0
2024-01-01 17:16:00,17.27,33,5.625,82.7131,1.2941,26.2148,0
2024-01-01 17:17:00,17.28,33,5.889,82.9753,1.2811,26.6876,0
2024-01-01 17:18:00,17.3,33,5.6099,83.1938,1.2576,26.4204,0
2024-01-01 17:19:00,17.32,33,5.6054,82.5793,1.3181,26.2519,0
2024-01-01 17:20:00,17.33,33,5.8314,82.9837,1.3171,26.1451,0
2024-01-01 17:21:00,17.35,33,5.699,82.2755,1.3641,25.8825,0
2024-01-01 17:22:00,17.37,33,5.8476,82.454,1.3184,26.3678,0
2024-01-01 17:23:00,17.38,33,5.7114,82.0771,1.3699,25.8677,0
2024-01-01 17:24:00,17.4,33,5.5038,82.6609,1.3378,26.1822,0
2024-01-01 17:25:00,17.42,33,5.6931,82.1062,1.3051,25.8841,0
2024-01-01 17:26:00,17.43,33,5.5025,83.2896,1.2888,25.9019,0
2024-01-01 17:27:00,17.45,33,5.6035,81.5901,1.3198,26.3362,0
2024-01-01 17:28:00,17.47,33,5.6193,82.2391,1.3775,25.8152,0
2024-01-01 17:29:00,17.48,33,9.02332196172204,81.9939,1.3423,26.1212,1
2024-01-01 17:30:00,17.5,33,5.4236,80.9963,1.3287,25.7679,0
2024-01-01 17:31:00,17.52,33,5.4994,81.4247,1.3732,26.202,0
2024-01-01 17:32:00,17.53,33,5.6792,82.6149,1.3851,26.1833,0
2024-01-01 17:33:00,17.55,33,5.4704,81.4609,1.3375,25.5514,0
2024-01-01 17:34:00,17.57,33,5.4127,82.3585,1.3876,26.0196,0
2024-01-01 17:35:00,17.58,33,5.3531,80.989,1.3569,26.0774,0
2024-01-01 17:36:00,17.6,33,5.5015,81.7158,1.3836,25.8138,0
2024-01-01 17:37:00,17.62,33,5.4842,81.2659,1.411,25.9611,0
2024-01-01 17:38:00,17.63,33,5.3494,81.2172,1.3869,26.0266,0
2024-01-01 17:39:00,17.65,33,5.6124,81.0218,1.5539,25.8499,0
2024-01-01 17:40:00,17.67,33,5.2373,81.1064,1.5229,25.8004,0
2024-01-01 17:41:00,17.68,33,5.4233,81.4689,1.4477,25.3931,0
2024-01-01 17:42:00,17.7,33,5.0837,81.9577,1.4827,25.6447,0
2024-01-01 17:43:00,17.72,33,5.3322,81.449,1.4119,25.8158,0
2024-01-01 17:44:00,17.73,33,5.487,80.3929,1.4457,25.2736,0
2024-01-01 17:45:00,17.75,33,5.3958,81.228,1.4638,25.2912,0
2024-01-01 17:46:00,17.77,33,5.2412,81.5124,1.4667,25.7338,0
2024-01-01 17:47:00,17.78,33,5.2456,80.9732,1.3715,25.6707,0
2024-01-01 17:48:00,17.8,33,5.3591,80.0488,1.4403,25.9354,0
2024-01-01 17:49:00,17.82,33,5.1542,80.4255,1.4532,25.3655,0
2024-01-01 17:50:00,17.83,33,5.2491,79.9628,1.4861,25.2707,0
2024-01-01 17:51:00,17.85,33,5.3105,79.7157,1.481,25.5181,0
2024-01-01 17:52:00,17.87,33,5.2131,80.2274,1.4909,25.4345,0
2024-01-01 17:53:00,17.88,33,5.0786,79.8646,1.4129,25.0223,0
2024-01-01 17:54:00,17.9,33,5.2196,80.7329,1.4713,24.868,0
2024-01-01 17:55:00,17.92,33,5.0199,80.2589,1.3555,25.4321,0
2024-01-01 17:56:00,17.93,33,5.1431,80.1435,1.512,25.381,0
2024-01-01 17:57:00,17.95,33,5.1096,80.0423,1.4826,25.2871,0
2024-01-01 17:58:00,17.97,33,4.8892,79.867,1.5115,25.2444,0
2024-01-01 17:59:00,17.98,33,4.9172,79.5043,1.4382,25.441,0
2024-01-01 18:00:00,18.0,33,4.8415,80.476,1.4551,24.8409,0
2024-01-01 18:01:00,18.02,33,4.9951,80.6945,1.5148,24.9975,0
2024-01-01 18:02:00,18.03,33,4.909,79.0305,1.4574,24.6506,0
2024-01-01 18:03:00,18.05,33,4.975,80.4013,1.5161,25.0375,0
2024-01-01 18:04:00,18.07,33,5.0359,79.5943,1.5601,25.107,0
2024-01-01 18:05:00,18.08,33,5.1044,79.7651,1.6544,25.1438,0
2024-01-01 18:06:00,18.1,33,5.113,79.2311,1.4867,24.8022,0
2024-01-01 18:07:00,18.12,33,4.812,80.1365,1.5322,24.7273,0
2024-01-01 18:08:00,18.13,33,4.9482,79.5314,1.5682,24.9736,0
2024-01-01 18:09:00,18.15,33,4.8775,79.5109,1.5532,24.6468,0
2024-01-01 18:10:00,18.17,33,4.8467,79.0927,1.5516,24.8177,0
2024-01-01 18:11:00,18.18,33,4.832,79.1278,1.5535,24.7588,0
2024-01-01 18:12:00,18.2,33,4.8837,79.1254,1.5769,24.7326,0
2024-01-01 18:13:00,18.22,33,4.715,78.2511,1.6584,24.1986,0
2024-01-01 18:14:00,18.23,33,4.8733,79.05,1.5194,24.5524,0
2024-01-01 18:15:00,18.25,33,4.907,79.6586,1.5889,24.533,0
2024-01-01 18:16:00,18.27,33,4.6536,78.594,1.6453,24.0765,0
2024-01-01 18:17:00,18.28,33,4.5045,78.9622,1.6196,24.3964,0
